student_id,age,cgpa,attendance,backlogs,internships,projects,certifications,python_skill,sql_skill,dsa_skill,aptitude_score,placed,package_lpa
s647,23,7.93,77.61,4,1,3,2,5.0,7.2,3.0,60.5,1,8.7
s648,25,7.25,82.74,2,0,2,0,3.9,3.9,6.1,45.3,0,0.0
s649,21,7.93,83.28,2,1,1,0,8.3,1.8,6.7,60.0,0,0.0
s650,22,7.12,73.78,2,1,2,1,6.9,6.2,3.8,55.2,1,4.3
s651,22,7.28,92.13,3,3,4,1,9.7,7.9,5.4,58.3,1,8.4
s652,22,5.2,75.07,0,0,4,0,3.7,6.8,5.4,50.8,0,0.0
s653,23,8.12,89.76,0,2,1,2,5.1,6.5,6.3,51.3,1,6.5
s654,25,7.55,85.42,1,2,5,1,10.0,8.4,3.2,75.2,1,7.3
s655,25,8.2,76.83,1,2,2,1,7.8,8.0,4.3,64.7,1,7.4
s656,21,4.3,96.2,1,1,3,4,7.0,9.2,3.8,46.1,1,5.0
s657,21,9.29,72.45,0,1,3,1,8.0,6.2,7.4,62.5,1,8.8
s658,22,7.06,89.35,0,0,4,3,9.5,8.9,9.5,68.2,1,5.7
s659,21,8.31,90.0,0,1,4,0,7.4,7.8,5.9,60.3,1,6.1
s660,23,6.16,76.64,3,1,2,1,6.8,8.6,2.7,52.7,0,0.0
s661,25,7.81,93.14,1,1,4,3,8.0,8.4,6.6,50.5,1,6.8
s662,22,6.15,80.0,0,0,1,1,9.1,6.0,6.4,39.9,0,0.0
s663,21,6.58,84.31,0,1,3,2,4.1,8.4,5.4,59.4,1,7.0
s664,23,9.11,84.08,0,2,3,1,8.9,5.6,4.9,63.2,1,9.7
s665,23,7.01,80.93,3,0,3,0,6.3,6.3,6.8,46.5,1,8.6
s666,21,7.42,88.49,1,2,2,1,8.3,4.3,6.3,51.1,1,6.9
s667,25,8.07,88.35,2,1,4,1,6.7,5.0,4.6,68.4,1,6.9
s668,21,7.7,68.01,0,2,1,3,6.8,8.1,5.7,52.9,1,8.7
s669,22,7.35,92.43,1,0,1,0,6.6,4.5,6.4,55.9,0,0.0
s670,21,7.56,68.7,0,0,3,4,10.0,9.8,7.4,58.5,1,7.6
s671,23,9.6,90.26,1,2,2,4,8.6,8.9,6.0,51.4,1,11.0
s672,21,7.14,91.01,0,0,4,0,5.7,5.4,5.2,41.1,1,6.0
s673,25,7.4,73.27,0,2,2,1,6.8,6.4,7.1,60.8,1,7.6
s674,24,8.25,78.71,1,1,1,3,5.5,5.7,3.5,55.1,1,6.7
s675,21,8.31,73.15,3,1,4,4,5.0,10.0,6.9,73.4,1,7.1
s676,25,8.39,80.28,0,0,2,1,5.5,4.5,3.6,73.0,1,6.9
s677,25,7.84,79.54,2,1,1,1,7.3,5.6,6.7,67.2,1,9.3
s678,23,6.06,88.24,0,0,3,1,4.6,5.5,4.6,67.6,1,6.5
s679,25,8.83,92.48,0,0,2,2,7.6,8.2,7.7,65.1,1,8.0
s680,25,6.05,93.17,0,0,3,1,7.2,6.6,5.8,55.8,0,0.0
s681,25,7.5,77.5,0,0,2,2,4.9,6.5,3.5,52.2,1,6.5
s682,25,6.45,80.33,0,3,4,0,8.9,8.2,7.6,76.2,1,10.0
s683,22,7.14,68.53,0,3,4,0,10.0,6.9,8.1,75.7,1,10.2
s684,22,7.53,75.55,0,0,3,1,7.6,7.9,6.9,58.3,1,6.8
s685,23,7.52,89.72,3,1,1,1,6.2,4.4,3.9,62.0,0,0.0
s686,21,7.62,94.92,0,0,4,1,6.6,5.6,5.5,72.3,1,8.1
s687,25,8.81,72.13,2,1,3,1,7.3,7.3,6.3,64.4,1,6.8
s688,21,7.65,77.26,0,2,3,1,7.1,6.6,4.6,52.3,1,7.9
s689,21,6.96,81.79,1,2,2,0,4.2,6.6,7.6,63.5,0,0.0
s690,23,8.16,84.24,0,0,4,1,10.0,7.6,6.4,62.7,1,9.0
s691,25,8.39,75.52,0,1,3,4,7.4,9.8,1.9,65.2,1,8.9
s692,25,5.97,85.39,0,0,1,1,6.1,3.5,4.9,40.5,0,0.0
s693,24,7.8,78.21,0,3,2,1,8.0,9.3,4.9,42.6,1,7.5
s694,21,7.9,81.88,0,0,4,1,5.9,7.5,5.9,62.8,1,7.9
s695,21,6.9,86.37,1,1,0,4,5.4,8.7,3.9,63.4,0,0.0
s696,22,8.58,82.05,3,1,5,0,5.8,6.2,7.8,62.2,0,0.0
s697,24,7.05,78.51,2,1,3,2,10.0,8.4,7.1,69.7,1,8.1
s698,22,7.33,81.12,1,0,3,2,4.6,5.9,6.0,49.9,0,0.0
s699,22,7.03,81.29,0,2,2,2,5.9,8.0,4.6,44.6,0,0.0
s700,22,7.22,79.04,0,0,1,0,4.8,4.6,4.8,55.6,1,3.4
s701,23,6.1,79.93,0,1,4,2,9.6,8.5,5.4,48.8,0,0.0
s702,23,5.76,94.79,0,0,2,0,6.0,6.7,3.4,55.3,0,0.0
s703,22,8.79,86.49,0,0,3,1,4.6,5.3,7.0,58.0,0,0.0
s704,24,6.35,79.64,0,1,2,2,8.6,6.3,5.5,64.8,1,7.4
s705,21,6.21,87.58,0,0,1,0,6.6,5.8,6.8,69.9,1,3.7
s706,24,5.05,79.33,0,0,0,2,5.8,9.2,5.6,42.9,0,0.0
s707,25,6.56,91.38,2,0,2,0,7.1,5.5,3.9,64.9,0,0.0
s708,23,5.88,84.96,2,0,5,2,10.0,10.0,6.8,37.7,1,7.6
s709,21,8.84,81.14,0,1,2,1,10.0,6.3,4.4,76.8,1,7.2
s710,21,8.21,85.58,3,2,2,0,6.4,8.6,6.6,72.7,1,6.8
s711,25,6.51,69.43,4,0,2,0,8.4,3.1,4.1,60.7,0,0.0
s712,25,9.45,72.99,0,0,2,4,6.6,9.0,4.5,69.5,1,9.8
s713,22,8.18,72.45,0,0,2,0,6.7,3.3,6.0,32.5,0,0.0
s714,23,6.88,83.14,0,0,4,0,4.5,3.1,1.6,47.9,1,5.8
s715,23,4.7,95.86,4,1,2,1,6.4,6.9,1.6,34.9,0,0.0
s716,24,9.49,99.85,3,1,2,2,5.5,7.5,5.8,60.2,0,0.0
s717,22,5.81,87.1,0,0,1,1,6.7,5.5,4.4,49.1,0,0.0
s718,22,5.55,86.01,0,0,5,0,9.1,7.3,4.9,42.1,0,0.0
s719,22,8.22,67.59,1,0,1,1,2.4,10.0,2.9,54.1,0,0.0
s720,22,9.64,77.66,0,2,1,0,6.9,4.7,4.6,60.3,1,8.6
s721,23,8.58,75.7,0,3,3,0,10.0,7.1,6.6,57.3,0,0.0
s722,23,7.76,77.03,2,0,3,1,6.2,6.1,6.6,70.8,0,0.0
s723,22,7.79,80.65,1,0,2,2,7.1,7.7,5.4,53.1,0,0.0
s724,24,8.05,78.22,2,2,2,0,7.9,5.3,7.3,56.2,0,0.0
s725,21,7.96,66.17,2,2,3,1,8.4,6.5,6.4,56.2,1,8.0
s726,21,7.48,87.98,1,0,1,1,5.1,8.6,3.9,61.3,1,8.5
s727,24,7.3,73.42,0,0,4,4,5.2,10.0,5.4,61.4,1,6.9
s728,22,7.14,83.91,1,0,3,4,4.8,9.7,3.4,30.0,0,0.0
s729,23,6.45,98.59,0,1,2,2,7.8,3.8,4.7,61.9,0,0.0
s730,21,6.92,74.64,1,0,2,0,6.0,5.2,6.7,68.9,0,0.0
s731,25,5.51,61.76,0,0,2,0,5.8,9.8,5.5,35.6,1,6.3
s732,25,7.1,79.71,1,1,3,1,6.6,6.8,7.5,45.9,0,0.0
s733,24,6.21,90.81,0,0,2,1,5.5,8.2,4.3,45.8,0,0.0
s734,22,6.1,97.67,0,1,2,1,8.3,8.7,6.8,42.0,1,7.5
s735,21,7.38,72.16,0,0,3,2,6.0,8.2,5.3,59.5,0,0.0
s736,22,8.59,85.97,0,0,5,3,5.5,8.6,8.8,45.1,1,7.4
s737,21,8.12,78.28,1,1,2,2,7.8,3.6,5.5,50.5,1,4.7
s738,24,5.63,81.15,1,0,4,1,6.7,8.7,6.2,62.2,1,6.2
s739,24,6.21,100.0,0,3,2,2,8.1,6.1,7.0,41.0,1,8.1
s740,25,8.14,69.98,0,1,1,1,8.6,6.2,5.0,74.3,1,10.3
s741,22,6.22,84.03,0,0,1,0,5.5,3.2,4.8,53.9,0,0.0
s742,25,6.98,85.74,0,1,2,2,7.1,6.9,7.0,36.8,0,0.0
s743,22,7.75,90.69,0,0,1,0,3.7,5.2,4.9,65.9,0,0.0
s744,25,6.23,82.78,3,2,0,1,6.1,5.7,2.2,49.2,1,7.6
s745,23,7.31,84.46,0,0,4,1,7.9,6.0,9.0,52.3,1,7.3
s746,23,5.87,78.87,0,1,4,2,5.4,10.0,4.5,50.7,0,0.0
s747,23,6.6,84.15,0,0,3,2,6.8,7.0,5.5,57.3,0,0.0
s748,23,7.52,79.25,0,0,1,1,5.7,3.4,6.7,65.2,0,0.0
s749,21,5.61,86.97,0,2,1,2,7.0,6.5,3.3,58.4,1,4.2
s750,23,7.64,79.04,1,2,1,1,8.5,6.0,3.5,62.9,1,6.0
